period,medication_id,medication_name,category,opening_stock,quantity_sold,quantity_restocked,closing_stock,reorder_point,unit_cost
2021-11,MED006,Amlodipine 5mg,Cardiovasculaire,68,188,120,0,20,6.5
2021-12,MED006,Amlodipine 5mg,Cardiovasculaire,79,199,120,0,20,6.5
2022-01,MED006,Amlodipine 5mg,Cardiovasculaire,69,189,120,0,20,6.5
2022-02,MED006,Amlodipine 5mg,Cardiovasculaire,38,158,120,0,20,6.5
2022-03,MED006,Amlodipine 5mg,Cardiovasculaire,56,176,120,0,20,6.5
2022-04,MED006,Amlodipine 5mg,Cardiovasculaire,51,171,120,0,20,6.5
2022-05,MED006,Amlodipine 5mg,Cardiovasculaire,61,181,120,0,20,6.5
2022-06,MED006,Amlodipine 5mg,Cardiovasculaire,44,164,120,0,20,6.5
2022-07,MED006,Amlodipine 5mg,Cardiovasculaire,66,186,120,0,20,6.5
2022-08,MED006,Amlodipine 5mg,Cardiovasculaire,73,193,120,0,20,6.5
2022-09,MED006,Amlodipine 5mg,Cardiovasculaire,58,178,120,0,20,6.5
2022-10,MED006,Amlodipine 5mg,Cardiovasculaire,69,189,120,0,20,6.5
2022-11,MED006,Amlodipine 5mg,Cardiovasculaire,81,201,120,0,20,6.5
2022-12,MED006,Amlodipine 5mg,Cardiovasculaire,80,200,120,0,20,6.5
2023-01,MED006,Amlodipine 5mg,Cardiovasculaire,81,201,120,0,20,6.5
2023-02,MED006,Amlodipine 5mg,Cardiovasculaire,44,164,120,0,20,6.5
2023-03,MED006,Amlodipine 5mg,Cardiovasculaire,61,181,120,0,20,6.5
2023-04,MED006,Amlodipine 5mg,Cardiovasculaire,58,178,120,0,20,6.5
2023-05,MED006,Amlodipine 5mg,Cardiovasculaire,74,194,120,0,20,6.5
2023-06,MED006,Amlodipine 5mg,Cardiovasculaire,60,180,120,0,20,6.5
2023-07,MED006,Amlodipine 5mg,Cardiovasculaire,73,193,120,0,20,6.5
2023-08,MED006,Amlodipine 5mg,Cardiovasculaire,79,199,120,0,20,6.5
2023-09,MED006,Amlodipine 5mg,Cardiovasculaire,61,181,120,0,20,6.5
2023-10,MED006,Amlodipine 5mg,Cardiovasculaire,72,192,120,0,20,6.5
2023-11,MED006,Amlodipine 5mg,Cardiovasculaire,76,196,120,0,20,6.5
2023-12,MED006,Amlodipine 5mg,Cardiovasculaire,78,198,120,0,20,6.5
2024-01,MED006,Amlodipine 5mg,Cardiovasculaire,82,202,120,0,20,6.5
2024-02,MED006,Amlodipine 5mg,Cardiovasculaire,61,181,120,0,20,6.5
2024-03,MED006,Amlodipine 5mg,Cardiovasculaire,72,192,120,0,20,6.5
2024-04,MED006,Amlodipine 5mg,Cardiovasculaire,69,189,120,0,20,6.5
2024-05,MED006,Amlodipine 5mg,Cardiovasculaire,76,196,120,0,20,6.5
2024-06,MED006,Amlodipine 5mg,Cardiovasculaire,63,183,120,0,20,6.5
2024-07,MED006,Amlodipine 5mg,Cardiovasculaire,72,192,120,0,20,6.5
2024-08,MED006,Amlodipine 5mg,Cardiovasculaire,79,199,120,0,20,6.5
2024-09,MED006,Amlodipine 5mg,Cardiovasculaire,66,186,120,0,20,6.5
2024-10,MED006,Amlodipine 5mg,Cardiovasculaire,89,209,120,0,20,6.5
2024-11,MED006,Amlodipine 5mg,Cardiovasculaire,90,210,120,0,20,6.5
2024-12,MED006,Amlodipine 5mg,Cardiovasculaire,95,215,120,0,20,6.5
2025-01,MED006,Amlodipine 5mg,Cardiovasculaire,93,213,120,0,20,6.5
2025-02,MED006,Amlodipine 5mg,Cardiovasculaire,65,185,120,0,20,6.5
2025-03,MED006,Amlodipine 5mg,Cardiovasculaire,71,191,120,0,20,6.5
2020-01,MED007,Salbutamol Spray,Respiratoire,234,234,0,0,15,12.0
2020-02,MED007,Salbutamol Spray,Respiratoire,99,189,90,0,15,12.0
2020-03,MED007,Salbutamol Spray,Respiratoire,54,144,90,0,15,12.0
2020-04,MED007,Salbutamol Spray,Respiratoire,26,116,90,0,15,12.0
2020-05,MED007,Salbutamol Spray,Respiratoire,4,94,90,0,15,12.0
2020-06,MED007,Salbutamol Spray,Respiratoire,0,71,90,19,15,12.0
2020-07,MED007,Salbutamol Spray,Respiratoire,19,81,90,28,15,12.0
2020-08,MED007,Salbutamol Spray,Respiratoire,28,92,90,26,15,12.0
2020-09,MED007,Salbutamol Spray,Respiratoire,38,128,90,0,15,12.0
2020-10,MED007,Salbutamol Spray,Respiratoire,66,156,90,0,15,12.0
2020-11,MED007,Salbutamol Spray,Respiratoire,97,187,90,0,15,12.0
2020-12,MED007,Salbutamol Spray,Respiratoire,122,212,90,0,15,12.0
2021-01,MED007,Salbutamol Spray,Respiratoire,143,233,90,0,15,12.0
2021-02,MED007,Salbutamol Spray,Respiratoire,105,195,90,0,15,12.0
2021-03,MED007,Salbutamol Spray,Respiratoire,74,164,90,0,15,12.0
2021-04,MED007,Salbutamol Spray,Respiratoire,37,127,90,0,15,12.0
2021-05,MED007,Salbutamol Spray,Respiratoire,5,95,90,0,15,12.0
2021-06,MED007,Salbutamol Spray,Respiratoire,0,82,90,8,15,12.0
2021-07,MED007,Salbutamol Spray,Respiratoire,8,85,90,13,15,12.0
2021-08,MED007,Salbutamol Spray,Respiratoire,13,94,90,9,15,12.0
2021-09,MED007,Salbutamol Spray,Respiratoire,35,125,90,0,15,12.0
2021-10,MED007,Salbutamol Spray,Respiratoire,68,158,90,0,15,12.0
2021-11,MED007,Salbutamol Spray,Respiratoire,99,189,90,0,15,12.0
2021-12,MED007,Salbutamol Spray,Respiratoire,151,241,90,0,15,12.0
2022-01,MED007,Salbutamol Spray,Respiratoire,144,234,90,0,15,12.0
2022-02,MED007,Salbutamol Spray,Respiratoire,103,193,90,0,15,12.0
2022-03,MED007,Salbutamol Spray,Respiratoire,76,166,90,0,15,12.0
2022-04,MED007,Salbutamol Spray,Respiratoire,39,129,90,0,15,12.0
2022-05,MED007,Salbutamol Spray,Respiratoire,8,98,90,0,15,12.0
2022-06,MED007,Salbutamol Spray,Respiratoire,0,84,90,6,15,12.0
2022-07,MED007,Salbutamol Spray,Respiratoire,6,79,90,17,15,12.0
2022-08,MED007,Salbutamol Spray,Respiratoire,17,97,90,10,15,12.0
2022-09,MED007,Salbutamol Spray,Respiratoire,45,135,90,0,15,12.0
2022-10,MED007,Salbutamol Spray,Respiratoire,76,166,90,0,15,12.0
2022-11,MED007,Salbutamol Spray,Respiratoire,99,189,90,0,15,12.0
2022-12,MED007,Salbutamol Spray,Respiratoire,141,231,90,0,15,12.0
2023-01,MED007,Salbutamol Spray,Respiratoire,166,256,90,0,15,12.0
2023-02,MED007,Salbutamol Spray,Respiratoire,105,195,90,0,15,12.0
2023-03,MED007,Salbutamol Spray,Respiratoire,77,167,90,0,15,12.0
2023-04,MED007,Salbutamol Spray,Respiratoire,40,130,90,0,15,12.0
2023-05,MED007,Salbutamol Spray,Respiratoire,12,102,90,0,15,12.0
2023-06,MED007,Salbutamol Spray,Respiratoire,0,82,90,8,15,12.0
2023-07,MED007,Salbutamol Spray,Respiratoire,8,91,90,7,15,12.0
2023-08,MED007,Salbutamol Spray,Respiratoire,22,112,90,0,15,12.0
2023-09,MED007,Salbutamol Spray,Respiratoire,51,141,90,0,15,12.0
2023-10,MED007,Salbutamol Spray,Respiratoire,80,170,90,0,15,12.0
2023-11,MED007,Salbutamol Spray,Respiratoire,108,198,90,0,15,12.0
2023-12,MED007,Salbutamol Spray,Respiratoire,154,244,90,0,15,12.0
2024-01,MED007,Salbutamol Spray,Respiratoire,172,262,90,0,15,12.0
2024-02,MED007,Salbutamol Spray,Respiratoire,128,218,90,0,15,12.0
2024-03,MED007,Salbutamol Spray,Respiratoire,76,166,90,0,15,12.0
2024-04,MED007,Salbutamol Spray,Respiratoire,43,133,90,0,15,12.0
2024-05,MED007,Salbutamol Spray,Respiratoire,17,107,90,0,15,12.0
2024-06,MED007,Salbutamol Spray,Respiratoire,0,84,90,6,15,12.0
2024-07,MED007,Salbutamol Spray,Respiratoire,6,89,90,7,15,12.0
2024-08,MED007,Salbutamol Spray,Respiratoire,18,108,90,0,15,12.0
2024-09,MED007,Salbutamol Spray,Respiratoire,41,131,90,0,15,12.0
2024-10,MED007,Salbutamol Spray,Respiratoire,90,180,90,0,15,12.0
2024-11,MED007,Salbutamol Spray,Respiratoire,122,212,90,0,15,12.0
2024-12,MED007,Salbutamol Spray,Respiratoire,160,250,90,0,15,12.0
2025-01,MED007,Salbutamol Spray,Respiratoire,174,264,90,0,15,12.0
2025-02,MED007,Salbutamol Spray,Respiratoire,118,208,90,0,15,12.0
2025-03,MED007,Salbutamol Spray,Respiratoire,89,179,90,0,15,12.0
2020-01,MED008,Loratadine 10mg,Antihistaminique,180,180,0,0,30,4.5
2020-02,MED008,Loratadine 10mg,Antihistaminique,0,175,180,5,30,4.5
2020-03,MED008,Loratadine 10mg,Antihistaminique,84,264,180,0,30,4.5
2020-04,MED008,Loratadine 10mg,Antihistaminique,211,391,180,0,30,4.5
2020-05,MED008,Loratadine 10mg,Antihistaminique,331,511,180,0,30,4.5
2020-06,MED008,Loratadine 10mg,Antihistaminique,302,482,180,0,30,4.5
2020-07,MED008,Loratadine 10mg,Antihistaminique,228,408,180,0,30,4.5
2020-08,MED008,Loratadine 10mg,Antihistaminique,114,294,180,0,30,4.5
2020-09,MED008,Loratadine 10mg,Antihistaminique,77,257,180,0,30,4.5
2020-10,MED008,Loratadine 10mg,Antihistaminique,38,218,180,0,30,4.5
2020-11,MED008,Loratadine 10mg,Antihistaminique,1,181,180,0,30,4.5
2020-12,MED008,Loratadine 10mg,Antihistaminique,0,174,180,6,30,4.5
2021-01,MED008,Loratadine 10mg,Antihistaminique,6,184,180,2,30,4.5
2021-02,MED008,Loratadine 10mg,Antihistaminique,2,168,180,14,30,4.5
2021-03,MED008,Loratadine 10mg,Antihistaminique,95,275,180,0,30,4.5
2021-04,MED008,Loratadine 10mg,Antihistaminique,235,415,180,0,30,4.5
2021-05,MED008,Loratadine 10mg,Antihistaminique,385,565,180,0,30,4.5
2021-06,MED008,Loratadine 10mg,Antihistaminique,313,493,180,0,30,4.5
2021-07,MED008,Loratadine 10mg,Antihistaminique,252,432,180,0,30,4.5
2021-08,MED008,Loratadine 10mg,Antihistaminique,147,327,180,0,30,4.5
2021-09,MED008,Loratadine 10mg,Antihistaminique,88,268,180,0,30,4.5
2021-10,MED008,Loratadine 10mg,Antihistaminique,20,200,180,0,30,4.5
2021-11,MED008,Loratadine 10mg,Antihistaminique,2,182,180,0,30,4.5
2021-12,MED008,Loratadine 10mg,Antihistaminique,9,189,180,0,30,4.5
2022-01,MED008,Loratadine 10mg,Antihistaminique,2,182,180,0,30,4.5
2022-02,MED008,Loratadine 10mg,Antihistaminique,0,168,180,12,30,4.5
2022-03,MED008,Loratadine 10mg,Antihistaminique,102,282,180,0,30,4.5
2022-04,MED008,Loratadine 10mg,Antihistaminique,230,410,180,0,30,4.5
2022-05,MED008,Loratadine 10mg,Antihistaminique,419,599,180,0,30,4.5
2022-06,MED008,Loratadine 10mg,Antihistaminique,320,500,180,0,30,4.5
2022-07,MED008,Loratadine 10mg,Antihistaminique,222,402,180,0,30,4.5
2022-08,MED008,Loratadine 10mg,Antihistaminique,144,324,180,0,30,4.5
2022-09,MED008,Loratadine 10mg,Antihistaminique,96,276,180,0,30,4.5
2022-10,MED008,Loratadine 10mg,Antihistaminique,49,229,180,0,30,4.5
2022-11,MED008,Loratadine 10mg,Antihistaminique,2,182,180,0,30,4.5
2022-12,MED008,Loratadine 10mg,Antihistaminique,14,194,180,0,30,4.5
2023-01,MED008,Loratadine 10mg,Antihistaminique,25,205,180,0,30,4.5
2023-02,MED008,Loratadine 10mg,Antihistaminique,0,167,180,13,30,4.5
2023-03,MED008,Loratadine 10mg,Antihistaminique,102,282,180,0,30,4.5
2023-04,MED008,Loratadine 10mg,Antihistaminique,225,405,180,0,30,4.5
2023-05,MED008,Loratadine 10mg,Antihistaminique,420,600,180,0,30,4.5
2023-06,MED008,Loratadine 10mg,Antihistaminique,359,539,180,0,30,4.5
2023-07,MED008,Loratadine 10mg,Antihistaminique,247,427,180,0,30,4.5
2023-08,MED008,Loratadine 10mg,Antihistaminique,178,358,180,0,30,4.5
2023-09,MED008,Loratadine 10mg,Antihistaminique,90,270,180,0,30,4.5
2023-10,MED008,Loratadine 10mg,Antihistaminique,38,218,180,0,30,4.5
2023-11,MED008,Loratadine 10mg,Antihistaminique,14,194,180,0,30,4.5
2023-12,MED008,Loratadine 10mg,Antihistaminique,11,191,180,0,30,4.5
2024-01,MED008,Loratadine 10mg,Antihistaminique,20,200,180,0,30,4.5
2024-02,MED008,Loratadine 10mg,Antihistaminique,4,184,180,0,30,4.5
2024-03,MED008,Loratadine 10mg,Antihistaminique,120,300,180,0,30,4.5
2024-04,MED008,Loratadine 10mg,Antihistaminique,239,419,180,0,30,4.5
2024-05,MED008,Loratadine 10mg,Antihistaminique,460,640,180,0,30,4.5
2024-06,MED008,Loratadine 10mg,Antihistaminique,328,508,180,0,30,4.5
2024-07,MED008,Loratadine 10mg,Antihistaminique,296,476,180,0,30,4.5
2024-08,MED008,Loratadine 10mg,Antihistaminique,190,370,180,0,30,4.5
2024-09,MED008,Loratadine 10mg,Antihistaminique,114,294,180,0,30,4.5
2024-10,MED008,Loratadine 10mg,Antihistaminique,69,249,180,0,30,4.5
2024-11,MED008,Loratadine 10mg,Antihistaminique,19,199,180,0,30,4.5
2024-12,MED008,Loratadine 10mg,Antihistaminique,25,205,180,0,30,4.5
2025-01,MED008,Loratadine 10mg,Antihistaminique,15,195,180,0,30,4.5
2025-02,MED008,Loratadine 10mg,Antihistaminique,0,179,180,1,30,4.5
2025-03,MED008,Loratadine 10mg,Antihistaminique,106,286,180,0,30,4.5
2020-01,MED009,Vitamine C 1000mg,Supplément,523,523,0,0,45,3.0
2020-02,MED009,Vitamine C 1000mg,Supplément,181,451,270,0,45,3.0
2020-03,MED009,Vitamine C 1000mg,Supplément,162,432,270,0,45,3.0
2020-04,MED009,Vitamine C 1000mg,Supplément,180,450,270,0,45,3.0
2020-05,MED009,Vitamine C 1000mg,Supplément,138,408,270,0,45,3.0
2020-06,MED009,Vitamine C 1000mg,Supplément,77,347,270,0,45,3.0
2020-07,MED009,Vitamine C 1000mg,Supplément,79,349,270,0,45,3.0
2020-08,MED009,Vitamine C 1000mg,Supplément,117,387,270,0,45,3.0
2020-09,MED009,Vitamine C 1000mg,Supplément,172,442,270,0,45,3.0
2020-10,MED009,Vitamine C 1000mg,Supplément,240,510,270,0,45,3.0
2020-11,MED009,Vitamine C 1000mg,Supplément,224,494,270,0,45,3.0
2020-12,MED009,Vitamine C 1000mg,Supplément,334,604,270,0,45,3.0
2021-01,MED009,Vitamine C 1000mg,Supplément,273,543,270,0,45,3.0
2021-02,MED009,Vitamine C 1000mg,Supplément,179,449,270,0,45,3.0
2021-03,MED009,Vitamine C 1000mg,Supplément,183,453,270,0,45,3.0
2021-04,MED009,Vitamine C 1000mg,Supplément,187,457,270,0,45,3.0
2021-05,MED009,Vitamine C 1000mg,Supplément,122,392,270,0,45,3.0
2021-06,MED009,Vitamine C 1000mg,Supplément,93,363,270,0,45,3.0
2021-07,MED009,Vitamine C 1000mg,Supplément,107,377,270,0,45,3.0
2021-08,MED009,Vitamine C 1000mg,Supplément,136,406,270,0,45,3.0
2021-09,MED009,Vitamine C 1000mg,Supplément,186,456,270,0,45,3.0
2021-10,MED009,Vitamine C 1000mg,Supplément,262,532,270,0,45,3.0
2021-11,MED009,Vitamine C 1000mg,Supplément,280,550,270,0,45,3.0
2021-12,MED009,Vitamine C 1000mg,Supplément,353,623,270,0,45,3.0
2022-01,MED009,Vitamine C 1000mg,Supplément,271,541,270,0,45,3.0
2022-02,MED009,Vitamine C 1000mg,Supplément,186,456,270,0,45,3.0
2022-03,MED009,Vitamine C 1000mg,Supplément,189,459,270,0,45,3.0
2022-04,MED009,Vitamine C 1000mg,Supplément,182,452,270,0,45,3.0
2022-05,MED009,Vitamine C 1000mg,Supplément,152,422,270,0,45,3.0
2022-06,MED009,Vitamine C 1000mg,Supplément,97,367,270,0,45,3.0
2022-07,MED009,Vitamine C 1000mg,Supplément,113,383,270,0,45,3.0
2022-08,MED009,Vitamine C 1000mg,Supplément,166,436,270,0,45,3.0
2022-09,MED009,Vitamine C 1000mg,Supplément,198,468,270,0,45,3.0
2022-10,MED009,Vitamine C 1000mg,Supplément,244,514,270,0,45,3.0
2022-11,MED009,Vitamine C 1000mg,Supplément,303,573,270,0,45,3.0
2022-12,MED009,Vitamine C 1000mg,Supplément,374,644,270,0,45,3.0
2023-01,MED009,Vitamine C 1000mg,Supplément,312,582,270,0,45,3.0
2023-02,MED009,Vitamine C 1000mg,Supplément,210,480,270,0,45,3.0
2023-03,MED009,Vitamine C 1000mg,Supplément,209,479,270,0,45,3.0
2023-04,MED009,Vitamine C 1000mg,Supplément,190,460,270,0,45,3.0
2023-05,MED009,Vitamine C 1000mg,Supplément,169,439,270,0,45,3.0
2023-06,MED009,Vitamine C 1000mg,Supplément,103,373,270,0,45,3.0
2023-07,MED009,Vitamine C 1000mg,Supplément,123,393,270,0,45,3.0
2023-08,MED009,Vitamine C 1000mg,Supplément,189,459,270,0,45,3.0
2023-09,MED009,Vitamine C 1000mg,Supplément,195,465,270,0,45,3.0
2023-10,MED009,Vitamine C 1000mg,Supplément,290,560,270,0,45,3.0
2023-11,MED009,Vitamine C 1000mg,Supplément,302,572,270,0,45,3.0
2023-12,MED009,Vitamine C 1000mg,Supplément,396,666,270,0,45,3.0
2024-01,MED009,Vitamine C 1000mg,Supplément,338,608,270,0,45,3.0
2024-02,MED009,Vitamine C 1000mg,Supplément,249,519,270,0,45,3.0
2024-03,MED009,Vitamine C 1000mg,Supplément,228,498,270,0,45,3.0
2024-04,MED009,Vitamine C 1000mg,Supplément,206,476,270,0,45,3.0
2024-05,MED009,Vitamine C 1000mg,Supplément,178,448,270,0,45,3.0
2024-06,MED009,Vitamine C 1000mg,Supplément,113,383,270,0,45,3.0
2024-07,MED009,Vitamine C 1000mg,Supplément,151,421,270,0,45,3.0
2024-08,MED009,Vitamine C 1000mg,Supplément,171,441,270,0,45,3.0
2024-09,MED009,Vitamine C 1000mg,Supplément,201,471,270,0,45,3.0
2024-10,MED009,Vitamine C 1000mg,Supplément,311,581,270,0,45,3.0
2024-11,MED009,Vitamine C 1000mg,Supplément,346,616,270,0,45,3.0
2024-12,MED009,Vitamine C 1000mg,Supplément,446,716,270,0,45,3.0
2025-01,MED009,Vitamine C 1000mg,Supplément,358,628,270,0,45,3.0
2025-02,MED009,Vitamine C 1000mg,Supplément,255,525,270,0,45,3.0
2025-03,MED009,Vitamine C 1000mg,Supplément,257,527,270,0,45,3.0
2020-01,MED010,Doliprane 1000mg,Antalgique,916,916,0,0,60,3.0
2020-02,MED010,Doliprane 1000mg,Antalgique,498,858,360,0,60,3.0
2020-03,MED010,Doliprane 1000mg,Antalgique,557,917,360,0,60,3.0
2020-04,MED010,Doliprane 1000mg,Antalgique,519,879,360,0,60,3.0
2020-05,MED010,Doliprane 1000mg,Antalgique,531,891,360,0,60,3.0
2020-06,MED010,Doliprane 1000mg,Antalgique,559,919,360,0,60,3.0
2020-07,MED010,Doliprane 1000mg,Antalgique,565,925,360,0,60,3.0
2020-08,MED010,Doliprane 1000mg,Antalgique,552,912,360,0,60,3.0
2020-09,MED010,Doliprane 1000mg,Antalgique,616,976,360,0,60,3.0
2020-10,MED010,Doliprane 1000mg,Antalgique,764,1124,360,0,60,3.0
2020-11,MED010,Doliprane 1000mg,Antalgique,810,1170,360,0,60,3.0
2020-12,MED010,Doliprane 1000mg,Antalgique,791,1151,360,0,60,3.0
2021-01,MED010,Doliprane 1000mg,Antalgique,567,927,360,0,60,3.0
2021-02,MED010,Doliprane 1000mg,Antalgique,469,829,360,0,60,3.0
2021-03,MED010,Doliprane 1000mg,Antalgique,601,961,360,0,60,3.0
2021-04,MED010,Doliprane 1000mg,Antalgique,564,924,360,0,60,3.0
2021-05,MED010,Doliprane 1000mg,Antalgique,526,886,360,0,60,3.0
2021-06,MED010,Doliprane 1000mg,Antalgique,543,903,360,0,60,3.0
2021-07,MED010,Doliprane 1000mg,Antalgique,595,955,360,0,60,3.0
2021-08,MED010,Doliprane 1000mg,Antalgique,620,980,360,0,60,3.0
2021-09,MED010,Doliprane 1000mg,Antalgique,637,997,360,0,60,3.0
2021-10,MED010,Doliprane 1000mg,Antalgique,804,1164,360,0,60,3.0
2021-11,MED010,Doliprane 1000mg,Antalgique,842,1202,360,0,60,3.0
2021-12,MED010,Doliprane 1000mg,Antalgique,838,1198,360,0,60,3.0
2022-01,MED010,Doliprane 1000mg,Antalgique,589,949,360,0,60,3.0
2022-02,MED010,Doliprane 1000mg,Antalgique,475,835,360,0,60,3.0
2022-03,MED010,Doliprane 1000mg,Antalgique,574,934,360,0,60,3.0
2022-04,MED010,Doliprane 1000mg,Antalgique,565,925,360,0,60,3.0
2022-05,MED010,Doliprane 1000mg,Antalgique,608,968,360,0,60,3.0
2022-06,MED010,Doliprane 1000mg,Antalgique,613,973,360,0,60,3.0
2022-07,MED010,Doliprane 1000mg,Antalgique,636,996,360,0,60,3.0
2022-08,MED010,Doliprane 1000mg,Antalgique,566,926,360,0,60,3.0
2022-09,MED010,Doliprane 1000mg,Antalgique,665,1025,360,0,60,3.0
2022-10,MED010,Doliprane 1000mg,Antalgique,800,1160,360,0,60,3.0
2022-11,MED010,Doliprane 1000mg,Antalgique,885,1245,360,0,60,3.0
2022-12,MED010,Doliprane 1000mg,Antalgique,816,1176,360,0,60,3.0
2023-01,MED010,Doliprane 1000mg,Antalgique,652,1012,360,0,60,3.0
2023-02,MED010,Doliprane 1000mg,Antalgique,549,909,360,0,60,3.0
2023-03,MED010,Doliprane 1000mg,Antalgique,630,990,360,0,60,3.0
2023-04,MED010,Doliprane 1000mg,Antalgique,588,948,360,0,60,3.0
2023-05,MED010,Doliprane 1000mg,Antalgique,627,987,360,0,60,3.0
2023-06,MED010,Doliprane 1000mg,Antalgique,583,943,360,0,60,3.0
2023-07,MED010,Doliprane 1000mg,Antalgique,648,1008,360,0,60,3.0
2023-08,MED010,Doliprane 1000mg,Antalgique,656,1016,360,0,60,3.0
2023-09,MED010,Doliprane 1000mg,Antalgique,667,1027,360,0,60,3.0
2023-10,MED010,Doliprane 1000mg,Antalgique,850,1210,360,0,60,3.0
2023-11,MED010,Doliprane 1000mg,Antalgique,918,1278,360,0,60,3.0
2023-12,MED010,Doliprane 1000mg,Antalgique,863,1223,360,0,60,3.0
2024-01,MED010,Doliprane 1000mg,Antalgique,661,1021,360,0,60,3.0
2024-02,MED010,Doliprane 1000mg,Antalgique,652,1012,360,0,60,3.0
2024-03,MED010,Doliprane 1000mg,Antalgique,675,1035,360,0,60,3.0
2024-04,MED010,Doliprane 1000mg,Antalgique,647,1007,360,0,60,3.0
2024-05,MED010,Doliprane 1000mg,Antalgique,642,1002,360,0,60,3.0
2024-06,MED010,Doliprane 1000mg,Antalgique,599,959,360,0,60,3.0
2024-07,MED010,Doliprane 1000mg,Antalgique,690,1050,360,0,60,3.0
2024-08,MED010,Doliprane 1000mg,Antalgique,710,1070,360,0,60,3.0
2024-09,MED010,Doliprane 1000mg,Antalgique,704,1064,360,0,60,3.0
2024-10,MED010,Doliprane 1000mg,Antalgique,813,1173,360,0,60,3.0
2024-11,MED010,Doliprane 1000mg,Antalgique,946,1306,360,0,60,3.0
2024-12,MED010,Doliprane 1000mg,Antalgique,932,1292,360,0,60,3.0
2025-01,MED010,Doliprane 1000mg,Antalgique,658,1018,360,0,60,3.0
2025-02,MED010,Doliprane 1000mg,Antalgique,584,944,360,0,60,3.0
2025-03,MED010,Doliprane 1000mg,Antalgique,670,1030,360,0,60,3.0
2020-01,MED011,Augmentin 875mg,Antibiotique,303,303,0,0,20,15.0
2020-02,MED011,Augmentin 875mg,Antibiotique,129,249,120,0,20,15.0
2020-03,MED011,Augmentin 875mg,Antibiotique,109,229,120,0,20,15.0
2020-04,MED011,Augmentin 875mg,Antibiotique,51,171,120,0,20,15.0
2020-05,MED011,Augmentin 875mg,Antibiotique,35,155,120,0,20,15.0
2020-06,MED011,Augmentin 875mg,Antibiotique,16,136,120,0,20,15.0
2020-07,MED011,Augmentin 875mg,Antibiotique,25,145,120,0,20,15.0
2020-08,MED011,Augmentin 875mg,Antibiotique,39,159,120,0,20,15.0
2020-09,MED011,Augmentin 875mg,Antibiotique,76,196,120,0,20,15.0
2020-10,MED011,Augmentin 875mg,Antibiotique,124,244,120,0,20,15.0
2020-11,MED011,Augmentin 875mg,Antibiotique,157,277,120,0,20,15.0
2020-12,MED011,Augmentin 875mg,Antibiotique,209,329,120,0,20,15.0
2021-01,MED011,Augmentin 875mg,Antibiotique,194,314,120,0,20,15.0
2021-02,MED011,Augmentin 875mg,Antibiotique,135,255,120,0,20,15.0
2021-03,MED011,Augmentin 875mg,Antibiotique,112,232,120,0,20,15.0
2021-04,MED011,Augmentin 875mg,Antibiotique,66,186,120,0,20,15.0
2021-05,MED011,Augmentin 875mg,Antibiotique,32,152,120,0,20,15.0
2021-06,MED011,Augmentin 875mg,Antibiotique,20,140,120,0,20,15.0
2021-07,MED011,Augmentin 875mg,Antibiotique,20,140,120,0,20,15.0
2021-08,MED011,Augmentin 875mg,Antibiotique,51,171,120,0,20,15.0
2021-09,MED011,Augmentin 875mg,Antibiotique,82,202,120,0,20,15.0
2021-10,MED011,Augmentin 875mg,Antibiotique,141,261,120,0,20,15.0
2021-11,MED011,Augmentin 875mg,Antibiotique,172,292,120,0,20,15.0
2021-12,MED011,Augmentin 875mg,Antibiotique,229,349,120,0,20,15.0
2022-01,MED011,Augmentin 875mg,Antibiotique,194,314,120,0,20,15.0
2022-02,MED011,Augmentin 875mg,Antibiotique,154,274,120,0,20,15.0
2022-03,MED011,Augmentin 875mg,Antibiotique,115,235,120,0,20,15.0
2022-04,MED011,Augmentin 875mg,Antibiotique,61,181,120,0,20,15.0
2022-05,MED011,Augmentin 875mg,Antibiotique,52,172,120,0,20,15.0
2022-06,MED011,Augmentin 875mg,Antibiotique,18,138,120,0,20,15.0
2022-07,MED011,Augmentin 875mg,Antibiotique,25,145,120,0,20,15.0
2022-08,MED011,Augmentin 875mg,Antibiotique,47,167,120,0,20,15.0
2022-09,MED011,Augmentin 875mg,Antibiotique,87,207,120,0,20,15.0
2022-10,MED011,Augmentin 875mg,Antibiotique,139,259,120,0,20,15.0
2022-11,MED011,Augmentin 875mg,Antibiotique,181,301,120,0,20,15.0
2022-12,MED011,Augmentin 875mg,Antibiotique,253,373,120,0,20,15.0
2023-01,MED011,Augmentin 875mg,Antibiotique,216,336,120,0,20,15.0
2023-02,MED011,Augmentin 875mg,Antibiotique,124,244,120,0,20,15.0
2023-03,MED011,Augmentin 875mg,Antibiotique,125,245,120,0,20,15.0
2023-04,MED011,Augmentin 875mg,Antibiotique,69,189,120,0,20,15.0
2023-05,MED011,Augmentin 875mg,Antibiotique,55,175,120,0,20,15.0
2023-06,MED011,Augmentin 875mg,Antibiotique,19,139,120,0,20,15.0
2023-07,MED011,Augmentin 875mg,Antibiotique,32,152,120,0,20,15.0
2023-08,MED011,Augmentin 875mg,Antibiotique,62,182,120,0,20,15.0
2023-09,MED011,Augmentin 875mg,Antibiotique,98,218,120,0,20,15.0
2023-10,MED011,Augmentin 875mg,Antibiotique,137,257,120,0,20,15.0
2023-11,MED011,Augmentin 875mg,Antibiotique,183,303,120,0,20,15.0
2023-12,MED011,Augmentin 875mg,Antibiotique,246,366,120,0,20,15.0
2024-01,MED011,Augmentin 875mg,Antibiotique,235,355,120,0,20,15.0
