date,medication_id,medication_name,category,quantity_sold,unit_price,revenue
2021-05-21,MED018,Cétirizine 10mg,Antihistaminique,27,4.55,122.85
2021-05-21,MED019,Diclofénac 50mg,Anti-inflammatoire,12,5.2,62.4
2021-05-21,MED020,Tramadol 50mg,Antalgique,7,7.8,54.6
2021-05-21,MED021,Fluconazole 150mg,Antifongique,5,13.0,65.0
2021-05-21,MED022,Ciprofloxacine 500mg,Antibiotique,6,15.6,93.6
2021-05-21,MED023,Doxycycline 100mg,Antibiotique,4,11.05,44.2
2021-05-21,MED024,Prednisolone 5mg,Corticoïde,8,5.85,46.8
2021-05-21,MED025,Vitamine D3 1000UI,Supplément,14,4.55,63.7
2021-05-21,MED026,Magnésium 300mg,Supplément,12,5.2,62.4
2021-05-21,MED027,Fer 80mg,Supplément,9,3.9,35.1
2021-05-21,MED028,Acide Folique 5mg,Supplément,7,3.25,22.75
2021-05-21,MED029,Bisoprolol 5mg,Cardiovasculaire,8,6.5,52.0
2021-05-21,MED030,Ramipril 5mg,Cardiovasculaire,6,7.15,42.9
2021-05-22,MED001,Paracétamol 500mg,Antalgique,29,3.25,94.25
2021-05-22,MED002,Amoxicilline 500mg,Antibiotique,9,10.4,93.6
2021-05-22,MED003,Ibuprofène 400mg,Anti-inflammatoire,18,4.55,81.9
2021-05-22,MED004,Oméprazole 20mg,Gastrique,14,6.5,91.0
2021-05-22,MED005,Metformine 850mg,Diabète,8,5.2,41.6
2021-05-22,MED006,Amlodipine 5mg,Cardiovasculaire,7,8.45,59.15
2021-05-22,MED007,Salbutamol Spray,Respiratoire,3,15.6,46.8
2021-05-22,MED008,Loratadine 10mg,Antihistaminique,17,5.85,99.45
2021-05-22,MED009,Vitamine C 1000mg,Supplément,14,3.9,54.6
2021-05-22,MED010,Doliprane 1000mg,Antalgique,35,3.9,136.5
2021-05-22,MED011,Augmentin 875mg,Antibiotique,5,19.5,97.5
2021-05-22,MED012,Ventoline 100mcg,Respiratoire,3,18.2,54.6
2021-05-22,MED013,Atorvastatine 20mg,Cardiovasculaire,6,9.1,54.6
2021-05-22,MED014,Lévothyroxine 50mcg,Thyroïde,4,7.15,28.6
2021-05-22,MED015,Pantoprazole 40mg,Gastrique,10,7.8,78.0
2021-05-22,MED016,Sertraline 50mg,Psychiatrique,4,11.7,46.8
2021-05-22,MED017,Lansoprazole 30mg,Gastrique,8,7.15,57.2
2021-05-22,MED018,Cétirizine 10mg,Antihistaminique,22,4.55,100.1
2021-05-22,MED019,Diclofénac 50mg,Anti-inflammatoire,8,5.2,41.6
2021-05-22,MED020,Tramadol 50mg,Antalgique,5,7.8,39.0
2021-05-22,MED021,Fluconazole 150mg,Antifongique,3,13.0,39.0
2021-05-22,MED022,Ciprofloxacine 500mg,Antibiotique,4,15.6,62.4
2021-05-22,MED023,Doxycycline 100mg,Antibiotique,4,11.05,44.2
2021-05-22,MED024,Prednisolone 5mg,Corticoïde,6,5.85,35.1
2021-05-22,MED025,Vitamine D3 1000UI,Supplément,12,4.55,54.6
2021-05-22,MED026,Magnésium 300mg,Supplément,9,5.2,46.8
2021-05-22,MED027,Fer 80mg,Supplément,10,3.9,39.0
2021-05-22,MED028,Acide Folique 5mg,Supplément,5,3.25,16.25
2021-05-22,MED029,Bisoprolol 5mg,Cardiovasculaire,4,6.5,26.0
2021-05-22,MED030,Ramipril 5mg,Cardiovasculaire,7,7.15,50.05
2021-05-23,MED001,Paracétamol 500mg,Antalgique,13,3.25,42.25
2021-05-23,MED002,Amoxicilline 500mg,Antibiotique,5,10.4,52.0
2021-05-23,MED003,Ibuprofène 400mg,Anti-inflammatoire,9,4.55,40.95
2021-05-23,MED004,Oméprazole 20mg,Gastrique,6,6.5,39.0
2021-05-23,MED005,Metformine 850mg,Diabète,4,5.2,20.8
2021-05-23,MED006,Amlodipine 5mg,Cardiovasculaire,2,8.45,16.9
2021-05-23,MED007,Salbutamol Spray,Respiratoire,1,15.6,15.6
2021-05-23,MED008,Loratadine 10mg,Antihistaminique,7,5.85,40.95
2021-05-23,MED009,Vitamine C 1000mg,Supplément,6,3.9,23.4
2021-05-23,MED010,Doliprane 1000mg,Antalgique,13,3.9,50.7
2021-05-23,MED011,Augmentin 875mg,Antibiotique,3,19.5,58.5
2021-05-23,MED012,Ventoline 100mcg,Respiratoire,1,18.2,18.2
2021-05-23,MED013,Atorvastatine 20mg,Cardiovasculaire,3,9.1,27.3
2021-05-23,MED014,Lévothyroxine 50mcg,Thyroïde,2,7.15,14.3
2021-05-23,MED015,Pantoprazole 40mg,Gastrique,4,7.8,31.2
2021-05-23,MED016,Sertraline 50mg,Psychiatrique,2,11.7,23.4
2021-05-23,MED017,Lansoprazole 30mg,Gastrique,4,7.15,28.6
2021-05-23,MED018,Cétirizine 10mg,Antihistaminique,13,4.55,59.15
2021-05-23,MED019,Diclofénac 50mg,Anti-inflammatoire,3,5.2,15.6
2021-05-23,MED020,Tramadol 50mg,Antalgique,2,7.8,15.6
2021-05-23,MED021,Fluconazole 150mg,Antifongique,1,13.0,13.0
2021-05-23,MED022,Ciprofloxacine 500mg,Antibiotique,2,15.6,31.2
2021-05-23,MED023,Doxycycline 100mg,Antibiotique,2,11.05,22.1
2021-05-23,MED024,Prednisolone 5mg,Corticoïde,2,5.85,11.7
2021-05-23,MED025,Vitamine D3 1000UI,Supplément,5,4.55,22.75
2021-05-23,MED026,Magnésium 300mg,Supplément,5,5.2,26.0
2021-05-23,MED027,Fer 80mg,Supplément,3,3.9,11.7
2021-05-23,MED028,Acide Folique 5mg,Supplément,3,3.25,9.75
2021-05-23,MED029,Bisoprolol 5mg,Cardiovasculaire,2,6.5,13.0
2021-05-23,MED030,Ramipril 5mg,Cardiovasculaire,2,7.15,14.3
2021-05-24,MED001,Paracétamol 500mg,Antalgique,27,3.25,87.75
2021-05-24,MED002,Amoxicilline 500mg,Antibiotique,11,10.4,114.4
2021-05-24,MED003,Ibuprofène 400mg,Anti-inflammatoire,18,4.55,81.9
2021-05-24,MED004,Oméprazole 20mg,Gastrique,15,6.5,97.5
2021-05-24,MED005,Metformine 850mg,Diabète,9,5.2,46.8
2021-05-24,MED006,Amlodipine 5mg,Cardiovasculaire,3,8.45,25.35
2021-05-24,MED007,Salbutamol Spray,Respiratoire,3,15.6,46.8
2021-05-24,MED008,Loratadine 10mg,Antihistaminique,13,5.85,76.05
2021-05-24,MED009,Vitamine C 1000mg,Supplément,15,3.9,58.5
2021-05-24,MED010,Doliprane 1000mg,Antalgique,35,3.9,136.5
2021-05-24,MED011,Augmentin 875mg,Antibiotique,6,19.5,117.0
2021-05-24,MED012,Ventoline 100mcg,Respiratoire,2,18.2,36.4
2021-05-24,MED013,Atorvastatine 20mg,Cardiovasculaire,8,9.1,72.8
2021-05-24,MED014,Lévothyroxine 50mcg,Thyroïde,6,7.15,42.9
2021-05-24,MED015,Pantoprazole 40mg,Gastrique,8,7.8,62.4
2021-05-24,MED016,Sertraline 50mg,Psychiatrique,3,11.7,35.1
2021-05-24,MED017,Lansoprazole 30mg,Gastrique,8,7.15,57.2
2021-05-24,MED018,Cétirizine 10mg,Antihistaminique,31,4.55,141.05
2021-05-24,MED019,Diclofénac 50mg,Anti-inflammatoire,11,5.2,57.2
2021-05-24,MED020,Tramadol 50mg,Antalgique,6,7.8,46.8
2021-05-24,MED021,Fluconazole 150mg,Antifongique,3,13.0,39.0
2021-05-24,MED022,Ciprofloxacine 500mg,Antibiotique,6,15.6,93.6
2021-05-24,MED023,Doxycycline 100mg,Antibiotique,4,11.05,44.2
2021-05-24,MED024,Prednisolone 5mg,Corticoïde,6,5.85,35.1
2021-05-24,MED025,Vitamine D3 1000UI,Supplément,8,4.55,36.4
2021-05-24,MED026,Magnésium 300mg,Supplément,10,5.2,52.0
2021-05-24,MED027,Fer 80mg,Supplément,7,3.9,27.3
2021-05-24,MED028,Acide Folique 5mg,Supplément,6,3.25,19.5
2021-05-24,MED029,Bisoprolol 5mg,Cardiovasculaire,3,6.5,19.5
2021-05-24,MED030,Ramipril 5mg,Cardiovasculaire,5,7.15,35.75
2021-05-25,MED001,Paracétamol 500mg,Antalgique,18,3.25,58.5
2021-05-25,MED002,Amoxicilline 500mg,Antibiotique,12,10.4,124.8
2021-05-25,MED003,Ibuprofène 400mg,Anti-inflammatoire,20,4.55,91.0
2021-05-25,MED004,Oméprazole 20mg,Gastrique,13,6.5,84.5
2021-05-25,MED005,Metformine 850mg,Diabète,9,5.2,46.8
2021-05-25,MED006,Amlodipine 5mg,Cardiovasculaire,5,8.45,42.25
2021-05-25,MED007,Salbutamol Spray,Respiratoire,4,15.6,62.4
2021-05-25,MED008,Loratadine 10mg,Antihistaminique,23,5.85,134.55
2021-05-25,MED009,Vitamine C 1000mg,Supplément,8,3.9,31.2
2021-05-25,MED010,Doliprane 1000mg,Antalgique,32,3.9,124.8
2021-05-25,MED011,Augmentin 875mg,Antibiotique,6,19.5,117.0
2021-05-25,MED012,Ventoline 100mcg,Respiratoire,3,18.2,54.6
2021-05-25,MED013,Atorvastatine 20mg,Cardiovasculaire,9,9.1,81.9
2021-05-25,MED014,Lévothyroxine 50mcg,Thyroïde,4,7.15,28.6
2021-05-25,MED015,Pantoprazole 40mg,Gastrique,9,7.8,70.2
2021-05-25,MED016,Sertraline 50mg,Psychiatrique,3,11.7,35.1
2021-05-25,MED017,Lansoprazole 30mg,Gastrique,10,7.15,71.5
2021-05-25,MED018,Cétirizine 10mg,Antihistaminique,24,4.55,109.2
2021-05-25,MED019,Diclofénac 50mg,Anti-inflammatoire,8,5.2,41.6
2021-05-25,MED020,Tramadol 50mg,Antalgique,5,7.8,39.0
2021-05-25,MED021,Fluconazole 150mg,Antifongique,4,13.0,52.0
2021-05-25,MED022,Ciprofloxacine 500mg,Antibiotique,5,15.6,78.0
2021-05-25,MED023,Doxycycline 100mg,Antibiotique,6,11.05,66.3
2021-05-25,MED024,Prednisolone 5mg,Corticoïde,7,5.85,40.95
2021-05-25,MED025,Vitamine D3 1000UI,Supplément,11,4.55,50.05
2021-05-25,MED026,Magnésium 300mg,Supplément,9,5.2,46.8
2021-05-25,MED027,Fer 80mg,Supplément,7,3.9,27.3
2021-05-25,MED028,Acide Folique 5mg,Supplément,4,3.25,13.0
2021-05-25,MED029,Bisoprolol 5mg,Cardiovasculaire,5,6.5,32.5
2021-05-25,MED030,Ramipril 5mg,Cardiovasculaire,6,7.15,42.9
2021-05-26,MED001,Paracétamol 500mg,Antalgique,23,3.25,74.75
2021-05-26,MED002,Amoxicilline 500mg,Antibiotique,8,10.4,83.2
2021-05-26,MED003,Ibuprofène 400mg,Anti-inflammatoire,20,4.55,91.0
2021-05-26,MED004,Oméprazole 20mg,Gastrique,9,6.5,58.5
2021-05-26,MED005,Metformine 850mg,Diabète,5,5.2,26.0
2021-05-26,MED006,Amlodipine 5mg,Cardiovasculaire,5,8.45,42.25
2021-05-26,MED007,Salbutamol Spray,Respiratoire,2,15.6,31.2
2021-05-26,MED008,Loratadine 10mg,Antihistaminique,19,5.85,111.15
2021-05-26,MED009,Vitamine C 1000mg,Supplément,13,3.9,50.7
2021-05-26,MED010,Doliprane 1000mg,Antalgique,30,3.9,117.0
2021-05-26,MED011,Augmentin 875mg,Antibiotique,6,19.5,117.0
2021-05-26,MED012,Ventoline 100mcg,Respiratoire,2,18.2,36.4
2021-05-26,MED013,Atorvastatine 20mg,Cardiovasculaire,8,9.1,72.8
2021-05-26,MED014,Lévothyroxine 50mcg,Thyroïde,6,7.15,42.9
2021-05-26,MED015,Pantoprazole 40mg,Gastrique,9,7.8,70.2
2021-05-26,MED016,Sertraline 50mg,Psychiatrique,4,11.7,46.8
2021-05-26,MED017,Lansoprazole 30mg,Gastrique,7,7.15,50.05
2021-05-26,MED018,Cétirizine 10mg,Antihistaminique,26,4.55,118.3
2021-05-26,MED019,Diclofénac 50mg,Anti-inflammatoire,6,5.2,31.2
2021-05-26,MED020,Tramadol 50mg,Antalgique,3,7.8,23.4
2021-05-26,MED021,Fluconazole 150mg,Antifongique,3,13.0,39.0
2021-05-26,MED022,Ciprofloxacine 500mg,Antibiotique,4,15.6,62.4
2021-05-26,MED023,Doxycycline 100mg,Antibiotique,3,11.05,33.15
2021-05-26,MED024,Prednisolone 5mg,Corticoïde,6,5.85,35.1
2021-05-26,MED025,Vitamine D3 1000UI,Supplément,12,4.55,54.6
2021-05-26,MED026,Magnésium 300mg,Supplément,8,5.2,41.6
2021-05-26,MED027,Fer 80mg,Supplément,6,3.9,23.4
2021-05-26,MED028,Acide Folique 5mg,Supplément,5,3.25,16.25
2021-05-26,MED029,Bisoprolol 5mg,Cardiovasculaire,4,6.5,26.0
2021-05-26,MED030,Ramipril 5mg,Cardiovasculaire,4,7.15,28.6
2021-05-27,MED001,Paracétamol 500mg,Antalgique,19,3.25,61.75
2021-05-27,MED002,Amoxicilline 500mg,Antibiotique,10,10.4,104.0
2021-05-27,MED003,Ibuprofène 400mg,Anti-inflammatoire,15,4.55,68.25
2021-05-27,MED004,Oméprazole 20mg,Gastrique,14,6.5,91.0
2021-05-27,MED005,Metformine 850mg,Diabète,6,5.2,31.2
2021-05-27,MED006,Amlodipine 5mg,Cardiovasculaire,5,8.45,42.25
2021-05-27,MED007,Salbutamol Spray,Respiratoire,4,15.6,62.4
2021-05-27,MED008,Loratadine 10mg,Antihistaminique,16,5.85,93.6
2021-05-27,MED009,Vitamine C 1000mg,Supplément,13,3.9,50.7
2021-05-27,MED010,Doliprane 1000mg,Antalgique,25,3.9,97.5
2021-05-27,MED011,Augmentin 875mg,Antibiotique,4,19.5,78.0
2021-05-27,MED012,Ventoline 100mcg,Respiratoire,3,18.2,54.6
2021-05-27,MED013,Atorvastatine 20mg,Cardiovasculaire,7,9.1,63.7
2021-05-27,MED014,Lévothyroxine 50mcg,Thyroïde,5,7.15,35.75
2021-05-27,MED015,Pantoprazole 40mg,Gastrique,7,7.8,54.6
2021-05-27,MED016,Sertraline 50mg,Psychiatrique,4,11.7,46.8
2021-05-27,MED017,Lansoprazole 30mg,Gastrique,8,7.15,57.2
2021-05-27,MED018,Cétirizine 10mg,Antihistaminique,26,4.55,118.3
2021-05-27,MED019,Diclofénac 50mg,Anti-inflammatoire,9,5.2,46.8
2021-05-27,MED020,Tramadol 50mg,Antalgique,4,7.8,31.2
2021-05-27,MED021,Fluconazole 150mg,Antifongique,3,13.0,39.0
2021-05-27,MED022,Ciprofloxacine 500mg,Antibiotique,5,15.6,78.0
2021-05-27,MED023,Doxycycline 100mg,Antibiotique,3,11.05,33.15
2021-05-27,MED024,Prednisolone 5mg,Corticoïde,5,5.85,29.25
2021-05-27,MED025,Vitamine D3 1000UI,Supplément,12,4.55,54.6
2021-05-27,MED026,Magnésium 300mg,Supplément,10,5.2,52.0
2021-05-27,MED027,Fer 80mg,Supplément,5,3.9,19.5
2021-05-27,MED028,Acide Folique 5mg,Supplément,6,3.25,19.5
2021-05-27,MED029,Bisoprolol 5mg,Cardiovasculaire,5,6.5,32.5
2021-05-27,MED030,Ramipril 5mg,Cardiovasculaire,5,7.15,35.75
2021-05-28,MED001,Paracétamol 500mg,Antalgique,28,3.25,91.0
2021-05-28,MED002,Amoxicilline 500mg,Antibiotique,13,10.4,135.2
2021-05-28,MED003,Ibuprofène 400mg,Anti-inflammatoire,22,4.55,100.1
2021-05-28,MED004,Oméprazole 20mg,Gastrique,14,6.5,91.0
2021-05-28,MED005,Metformine 850mg,Diabète,10,5.2,52.0
2021-05-28,MED006,Amlodipine 5mg,Cardiovasculaire,6,8.45,50.7
2021-05-28,MED007,Salbutamol Spray,Respiratoire,5,15.6,78.0
2021-05-28,MED008,Loratadine 10mg,Antihistaminique,22,5.85,128.7
2021-05-28,MED009,Vitamine C 1000mg,Supplément,14,3.9,54.6
2021-05-28,MED010,Doliprane 1000mg,Antalgique,33,3.9,128.7
2021-05-28,MED011,Augmentin 875mg,Antibiotique,7,19.5,136.5
2021-05-28,MED012,Ventoline 100mcg,Respiratoire,3,18.2,54.6
2021-05-28,MED013,Atorvastatine 20mg,Cardiovasculaire,7,9.1,63.7
2021-05-28,MED014,Lévothyroxine 50mcg,Thyroïde,7,7.15,50.05
2021-05-28,MED015,Pantoprazole 40mg,Gastrique,12,7.8,93.6
2021-05-28,MED016,Sertraline 50mg,Psychiatrique,5,11.7,58.5
2021-05-28,MED017,Lansoprazole 30mg,Gastrique,8,7.15,57.2
2021-05-28,MED018,Cétirizine 10mg,Antihistaminique,27,4.55,122.85
2021-05-28,MED019,Diclofénac 50mg,Anti-inflammatoire,9,5.2,46.8
2021-05-28,MED020,Tramadol 50mg,Antalgique,7,7.8,54.6
2021-05-28,MED021,Fluconazole 150mg,Antifongique,4,13.0,52.0
2021-05-28,MED022,Ciprofloxacine 500mg,Antibiotique,6,15.6,93.6
2021-05-28,MED023,Doxycycline 100mg,Antibiotique,4,11.05,44.2
2021-05-28,MED024,Prednisolone 5mg,Corticoïde,8,5.85,46.8
2021-05-28,MED025,Vitamine D3 1000UI,Supplément,11,4.55,50.05
2021-05-28,MED026,Magnésium 300mg,Supplément,13,5.2,67.6
2021-05-28,MED027,Fer 80mg,Supplément,7,3.9,27.3
2021-05-28,MED028,Acide Folique 5mg,Supplément,6,3.25,19.5
2021-05-28,MED029,Bisoprolol 5mg,Cardiovasculaire,5,6.5,32.5
2021-05-28,MED030,Ramipril 5mg,Cardiovasculaire,5,7.15,35.75
2021-05-29,MED001,Paracétamol 500mg,Antalgique,28,3.25,91.0
2021-05-29,MED002,Amoxicilline 500mg,Antibiotique,9,10.4,93.6
2021-05-29,MED003,Ibuprofène 400mg,Anti-inflammatoire,20,4.55,91.0
2021-05-29,MED004,Oméprazole 20mg,Gastrique,10,6.5,65.0
2021-05-29,MED005,Metformine 850mg,Diabète,8,5.2,41.6
2021-05-29,MED006,Amlodipine 5mg,Cardiovasculaire,5,8.45,42.25
2021-05-29,MED007,Salbutamol Spray,Respiratoire,3,15.6,46.8
2021-05-29,MED008,Loratadine 10mg,Antihistaminique,18,5.85,105.3
2021-05-29,MED009,Vitamine C 1000mg,Supplément,13,3.9,50.7
2021-05-29,MED010,Doliprane 1000mg,Antalgique,36,3.9,140.4
2021-05-29,MED011,Augmentin 875mg,Antibiotique,5,19.5,97.5
2021-05-29,MED012,Ventoline 100mcg,Respiratoire,3,18.2,54.6
2021-05-29,MED013,Atorvastatine 20mg,Cardiovasculaire,6,9.1,54.6
2021-05-29,MED014,Lévothyroxine 50mcg,Thyroïde,5,7.15,35.75
2021-05-29,MED015,Pantoprazole 40mg,Gastrique,8,7.8,62.4
2021-05-29,MED016,Sertraline 50mg,Psychiatrique,3,11.7,35.1
2021-05-29,MED017,Lansoprazole 30mg,Gastrique,7,7.15,50.05
2021-05-29,MED018,Cétirizine 10mg,Antihistaminique,29,4.55,131.95
2021-05-29,MED019,Diclofénac 50mg,Anti-inflammatoire,8,5.2,41.6
2021-05-29,MED020,Tramadol 50mg,Antalgique,6,7.8,46.8
2021-05-29,MED021,Fluconazole 150mg,Antifongique,3,13.0,39.0
2021-05-29,MED022,Ciprofloxacine 500mg,Antibiotique,4,15.6,62.4
2021-05-29,MED023,Doxycycline 100mg,Antibiotique,5,11.05,55.25
2021-05-29,MED024,Prednisolone 5mg,Corticoïde,6,5.85,35.1
2021-05-29,MED025,Vitamine D3 1000UI,Supplément,10,4.55,45.5
2021-05-29,MED026,Magnésium 300mg,Supplément,10,5.2,52.0
2021-05-29,MED027,Fer 80mg,Supplément,7,3.9,27.3
2021-05-29,MED028,Acide Folique 5mg,Supplément,3,3.25,9.75
2021-05-29,MED029,Bisoprolol 5mg,Cardiovasculaire,5,6.5,32.5
2021-05-29,MED030,Ramipril 5mg,Cardiovasculaire,6,7.15,42.9
2021-05-30,MED001,Paracétamol 500mg,Antalgique,16,3.25,52.0
2021-05-30,MED002,Amoxicilline 500mg,Antibiotique,5,10.4,52.0
2021-05-30,MED003,Ibuprofène 400mg,Anti-inflammatoire,8,4.55,36.4
2021-05-30,MED004,Oméprazole 20mg,Gastrique,7,6.5,45.5
2021-05-30,MED005,Metformine 850mg,Diabète,4,5.2,20.8
2021-05-30,MED006,Amlodipine 5mg,Cardiovasculaire,3,8.45,25.35
2021-05-30,MED007,Salbutamol Spray,Respiratoire,1,15.6,15.6
2021-05-30,MED008,Loratadine 10mg,Antihistaminique,9,5.85,52.65
2021-05-30,MED009,Vitamine C 1000mg,Supplément,6,3.9,23.4
2021-05-30,MED010,Doliprane 1000mg,Antalgique,16,3.9,62.4
2021-05-30,MED011,Augmentin 875mg,Antibiotique,2,19.5,39.0
2021-05-30,MED012,Ventoline 100mcg,Respiratoire,1,18.2,18.2
2021-05-30,MED013,Atorvastatine 20mg,Cardiovasculaire,3,9.1,27.3
2021-05-30,MED014,Lévothyroxine 50mcg,Thyroïde,2,7.15,14.3
2021-05-30,MED015,Pantoprazole 40mg,Gastrique,5,7.8,39.0
2021-05-30,MED016,Sertraline 50mg,Psychiatrique,2,11.7,23.4
2021-05-30,MED017,Lansoprazole 30mg,Gastrique,4,7.15,28.6
2021-05-30,MED018,Cétirizine 10mg,Antihistaminique,10,4.55,45.5
2021-05-30,MED019,Diclofénac 50mg,Anti-inflammatoire,3,5.2,15.6
2021-05-30,MED020,Tramadol 50mg,Antalgique,2,7.8,15.6
2021-05-30,MED021,Fluconazole 150mg,Antifongique,2,13.0,26.0
2021-05-30,MED022,Ciprofloxacine 500mg,Antibiotique,2,15.6,31.2
2021-05-30,MED023,Doxycycline 100mg,Antibiotique,2,11.05,22.1
2021-05-30,MED024,Prednisolone 5mg,Corticoïde,3,5.85,17.55
2021-05-30,MED025,Vitamine D3 1000UI,Supplément,4,4.55,18.2
2021-05-30,MED026,Magnésium 300mg,Supplément,4,5.2,20.8
2021-05-30,MED027,Fer 80mg,Supplément,3,3.9,11.7
2021-05-30,MED028,Acide Folique 5mg,Supplément,3,3.25,9.75
2021-05-30,MED029,Bisoprolol 5mg,Cardiovasculaire,3,6.5,19.5
2021-05-30,MED030,Ramipril 5mg,Cardiovasculaire,1,7.15,7.15
2021-05-31,MED001,Paracétamol 500mg,Antalgique,27,3.25,87.75
2021-05-31,MED002,Amoxicilline 500mg,Antibiotique,10,10.4,104.0
2021-05-31,MED003,Ibuprofène 400mg,Anti-inflammatoire,14,4.55,63.7
2021-05-31,MED004,Oméprazole 20mg,Gastrique,12,6.5,78.0
2021-05-31,MED005,Metformine 850mg,Diabète,9,5.2,46.8
2021-05-31,MED006,Amlodipine 5mg,Cardiovasculaire,6,8.45,50.7
2021-05-31,MED007,Salbutamol Spray,Respiratoire,3,15.6,46.8
2021-05-31,MED008,Loratadine 10mg,Antihistaminique,29,5.85,169.65
2021-05-31,MED009,Vitamine C 1000mg,Supplément,16,3.9,62.4
2021-05-31,MED010,Doliprane 1000mg,Antalgique,34,3.9,132.6
2021-05-31,MED011,Augmentin 875mg,Antibiotique,5,19.5,97.5
2021-05-31,MED012,Ventoline 100mcg,Respiratoire,3,18.2,54.6
2021-05-31,MED013,Atorvastatine 20mg,Cardiovasculaire,7,9.1,63.7
2021-05-31,MED014,Lévothyroxine 50mcg,Thyroïde,4,7.15,28.6
2021-05-31,MED015,Pantoprazole 40mg,Gastrique,9,7.8,70.2
2021-05-31,MED016,Sertraline 50mg,Psychiatrique,5,11.7,58.5
2021-05-31,MED017,Lansoprazole 30mg,Gastrique,10,7.15,71.5
2021-05-31,MED018,Cétirizine 10mg,Antihistaminique,26,4.55,118.3
2021-05-31,MED019,Diclofénac 50mg,Anti-inflammatoire,10,5.2,52.0
2021-05-31,MED020,Tramadol 50mg,Antalgique,5,7.8,39.0
2021-05-31,MED021,Fluconazole 150mg,Antifongique,4,13.0,52.0
2021-05-31,MED022,Ciprofloxacine 500mg,Antibiotique,6,15.6,93.6
2021-05-31,MED023,Doxycycline 100mg,Antibiotique,5,11.05,55.25
2021-05-31,MED024,Prednisolone 5mg,Corticoïde,8,5.85,46.8
2021-05-31,MED025,Vitamine D3 1000UI,Supplément,10,4.55,45.5
2021-05-31,MED026,Magnésium 300mg,Supplément,10,5.2,52.0
2021-05-31,MED027,Fer 80mg,Supplément,8,3.9,31.2
2021-05-31,MED028,Acide Folique 5mg,Supplément,5,3.25,16.25
2021-05-31,MED029,Bisoprolol 5mg,Cardiovasculaire,6,6.5,39.0
2021-05-31,MED030,Ramipril 5mg,Cardiovasculaire,6,7.15,42.9
2021-06-01,MED001,Paracétamol 500mg,Antalgique,32,3.25,104.0
2021-06-01,MED002,Amoxicilline 500mg,Antibiotique,12,10.4,124.8
2021-06-01,MED003,Ibuprofène 400mg,Anti-inflammatoire,17,4.55,77.35
2021-06-01,MED004,Oméprazole 20mg,Gastrique,10,6.5,65.0
2021-06-01,MED005,Metformine 850mg,Diabète,9,5.2,46.8
2021-06-01,MED006,Amlodipine 5mg,Cardiovasculaire,8,8.45,67.6
2021-06-01,MED007,Salbutamol Spray,Respiratoire,3,15.6,46.8
2021-06-01,MED008,Loratadine 10mg,Antihistaminique,20,5.85,117.0
2021-06-01,MED009,Vitamine C 1000mg,Supplément,15,3.9,58.5
2021-06-01,MED010,Doliprane 1000mg,Antalgique,35,3.9,136.5
2021-06-01,MED011,Augmentin 875mg,Antibiotique,5,19.5,97.5
2021-06-01,MED012,Ventoline 100mcg,Respiratoire,2,18.2,36.4
2021-06-01,MED013,Atorvastatine 20mg,Cardiovasculaire,5,9.1,45.5
2021-06-01,MED014,Lévothyroxine 50mcg,Thyroïde,4,7.15,28.6
2021-06-01,MED015,Pantoprazole 40mg,Gastrique,9,7.8,70.2
2021-06-01,MED016,Sertraline 50mg,Psychiatrique,4,11.7,46.8
2021-06-01,MED017,Lansoprazole 30mg,Gastrique,7,7.15,50.05
2021-06-01,MED018,Cétirizine 10mg,Antihistaminique,20,4.55,91.0
2021-06-01,MED019,Diclofénac 50mg,Anti-inflammatoire,8,5.2,41.6
2021-06-01,MED020,Tramadol 50mg,Antalgique,6,7.8,46.8
2021-06-01,MED021,Fluconazole 150mg,Antifongique,5,13.0,65.0
2021-06-01,MED022,Ciprofloxacine 500mg,Antibiotique,5,15.6,78.0
2021-06-01,MED023,Doxycycline 100mg,Antibiotique,4,11.05,44.2
2021-06-01,MED024,Prednisolone 5mg,Corticoïde,5,5.85,29.25
2021-06-01,MED025,Vitamine D3 1000UI,Supplément,10,4.55,45.5
2021-06-01,MED026,Magnésium 300mg,Supplément,11,5.2,57.2
2021-06-01,MED027,Fer 80mg,Supplément,8,3.9,31.2
2021-06-01,MED028,Acide Folique 5mg,Supplément,4,3.25,13.0
2021-06-01,MED029,Bisoprolol 5mg,Cardiovasculaire,5,6.5,32.5
2021-06-01,MED030,Ramipril 5mg,Cardiovasculaire,6,7.15,42.9
2021-06-02,MED001,Paracétamol 500mg,Antalgique,23,3.25,74.75
2021-06-02,MED002,Amoxicilline 500mg,Antibiotique,5,10.4,52.0
2021-06-02,MED003,Ibuprofène 400mg,Anti-inflammatoire,17,4.55,77.35
2021-06-02,MED004,Oméprazole 20mg,Gastrique,10,6.5,65.0
2021-06-02,MED005,Metformine 850mg,Diabète,7,5.2,36.4
2021-06-02,MED006,Amlodipine 5mg,Cardiovasculaire,5,8.45,42.25
2021-06-02,MED007,Salbutamol Spray,Respiratoire,3,15.6,46.8
2021-06-02,MED008,Loratadine 10mg,Antihistaminique,16,5.85,93.6
2021-06-02,MED009,Vitamine C 1000mg,Supplément,10,3.9,39.0
2021-06-02,MED010,Doliprane 1000mg,Antalgique,30,3.9,117.0
2021-06-02,MED011,Augmentin 875mg,Antibiotique,3,19.5,58.5
2021-06-02,MED012,Ventoline 100mcg,Respiratoire,2,18.2,36.4
2021-06-02,MED013,Atorvastatine 20mg,Cardiovasculaire,4,9.1,36.4
